date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:55:21	49368/49368	---M--	200	added ('OK')	font/woff2	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Medium.woff2	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Medium.woff2	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:21	68356/68356	---M--	200	added ('OK')	font/woff	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Medium.woff	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Medium.woff	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:22	149312/149312	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Medium.ttf	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Medium.ttf	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:22	151252/151252	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.eot	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.eot	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:23	151252/151252	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.eot?	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regulard41d.eot	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:23	49516/49516	---M--	200	added ('OK')	font/woff2	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.woff2	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.woff2	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:24	68484/68484	---M--	200	added ('OK')	font/woff	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.woff	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.woff	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:24	150976/150976	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.ttf	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/fonts/Poppins-Regular.ttf	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:26	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:24%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:27	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:26%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:30	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:28%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a-md.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a-md.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:31	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:30%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a-md.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a-md.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:33	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:32%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a-dark.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a-dark.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:35	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:34%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a-dark.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-a-dark.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:37	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:35%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-line.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-line.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:39	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:37%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-line.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-line.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:41	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:39%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-b.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-b.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:43	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:41%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-b.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-b.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:45	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:43%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:47	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:45%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:49	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:47%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c-light.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c-light.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:51	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:49%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c-light.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c-light.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:52	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:51%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c-dark.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c-dark.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:54	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:53%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c-dark.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-c-dark.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:56	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:55%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-d.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-d.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:55:58	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:56%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-d.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-d.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:02	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:25:59%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-d2.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-d2.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:04	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:02%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-d2.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-d2.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:06	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:04%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-e.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-e.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:08	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:06%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-e.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-e.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:10	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:08%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-f.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-f.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:13	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:11%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-f.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-f.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:15	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-f-footer.svg	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-f-footer.svg	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:17	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:15%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-f-footer.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/mask-f-footer.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:19	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:18%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-a.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-a.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:20	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:19%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-a-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-a-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:22	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:21%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-b.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-b.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:23	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:22%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-b-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-b-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:25	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:24%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-c.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-c.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:26	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:25%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-c-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-c-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:28	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:26%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-d.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-d.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:30	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:29%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-d-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-d-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:30	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:30%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-e.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-e.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:31	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:30%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-e-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-e-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:33	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:32%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-f.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-f.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:34	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:33%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-f-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-f-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:35	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:34%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-g.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-g.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:37	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:36%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-g-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-g-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:38	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:37%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-h.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-h.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:39	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:38%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-h-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-h-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:41	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:40%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-i.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-i.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:42	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:41%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-i-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-i-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:43	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:42%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-m.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-m.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:44	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:44%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-n.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-n.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:46	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:45%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-o.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-o.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:47	58749/58749	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-p.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-p.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:50	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:48%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-q.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-q.7d.delayed	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:52	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:50%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-r.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-r.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:54	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:52%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-s.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-s.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:56	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:55%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-s-sm.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-s-sm.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:56:58	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:56%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-t.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-t.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:57:00	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2009%20Apr%202025%2009:26:58%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-u.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-u.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
14:57:00	31297/31297	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Nov%202022%2007:40:13%20GMT	https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-v.png	C:/Users/dm%20computers/Desktop/vajira%20web/caliph.my.id/theme/frontend/crypto-dark-v3/assets/images/shape-v.png	(from https://caliph.my.id/theme/frontend/crypto-dark-v3/assets/css/style-dark.css?ver=557)
